nearest_university,listing_mode,gender_allowed,area_sqm,bedrooms,bathrooms,total_capacity,price,has_WiFi,has_AC,has_Elevator,has_Balcony,has_WashingMachine,has_NaturalGas
Zagazig University,Bed,Male,65.9,1,1,1,3878.59,0,1,0,0,1,1
Suez Canal University,Bed,Male,111.5,3,2,6,657.97,0,0,0,0,0,0
Alexandria University,Bed,Male,142.4,3,1,3,3179.13,0,0,0,0,0,0
AUC,Bed,Male,149.6,1,1,2,7985.39,1,1,1,1,1,1
AUC,EntireUnit,Female,127.1,1,1,1,14112.49,0,1,0,1,0,1
Tanta University,Bed,Female,143.5,2,1,3,2173.14,1,1,1,1,0,1
Mansoura University,Bed,Male,71.8,1,1,2,1669.29,0,0,1,0,1,0
Benha University,Bed,Male,191.0,3,2,5,1366.58,0,0,0,0,0,1
AUC,Bed,Female,112.2,2,1,2,6494.2,0,0,0,0,1,1
Zagazig University,Room,Male,161.8,3,1,3,2339.42,0,0,0,1,0,0
Minia University,Bed,Male,124.0,4,2,5,1015.93,0,0,0,0,0,1
Helwan University,EntireUnit,Female,146.3,4,2,6,6702.62,0,0,0,0,0,0
Tanta University,Room,Female,143.5,3,2,6,2007.4,0,0,0,0,0,0
GUC,EntireUnit,Male,136.5,4,2,6,15119.0,1,1,1,0,1,0
Alexandria University,Room,Female,179.9,2,1,2,6455.89,1,1,1,1,1,1
Fayoum University,Bed,Male,117.6,4,2,7,643.66,0,0,0,0,0,0
Benha University,EntireUnit,Female,89.2,3,2,6,4827.85,1,1,1,1,1,1
Fayoum University,Room,Female,161.7,1,1,1,6257.3,1,0,1,1,0,1
Mansoura University,Room,Female,79.2,1,1,1,5624.34,0,1,1,1,1,1
Tanta University,Room,Female,94.0,2,1,3,2574.62,1,1,1,0,1,0
Mansoura University,Bed,Male,122.5,4,2,5,1300.86,1,0,1,0,0,0
AUC,EntireUnit,Female,90.7,2,2,4,9352.36,1,0,1,1,1,0
AUC,Room,Female,164.5,4,2,5,4878.39,0,1,0,0,1,1
Zagazig University,Room,Male,54.6,2,1,2,1218.37,0,0,0,0,0,1
Mansoura University,EntireUnit,Male,139.9,3,2,5,7247.64,0,1,0,0,1,0
GUC,Bed,Male,75.7,3,2,4,1741.82,0,0,0,1,0,1
Benha University,Bed,Male,174.3,2,1,3,2864.28,0,1,1,1,1,1
AUC,Room,Female,68.5,2,1,2,3799.5,0,1,0,0,0,0
Benha University,Room,Male,126.0,4,2,5,1825.51,1,1,1,0,1,1
Helwan University,Bed,Female,162.9,4,2,8,1095.36,1,1,1,1,1,1
Alexandria University,EntireUnit,Female,179.8,4,2,5,11211.84,0,0,0,0,0,1
Ain Shams University,Bed,Male,146.4,4,2,7,1112.49,1,0,0,1,0,0
Fayoum University,Room,Female,176.0,2,1,2,2845.44,0,0,0,0,0,0
Assiut University,EntireUnit,Male,182.8,3,1,3,6981.26,1,0,1,1,0,0
Zagazig University,EntireUnit,Female,130.3,3,2,4,6493.87,1,1,0,1,0,1
Helwan University,Room,Male,186.5,2,1,2,4252.48,0,1,1,0,0,0
GUC,EntireUnit,Female,119.8,3,1,3,10937.78,1,0,1,0,0,1
Zagazig University,Bed,Female,151.5,4,2,5,1556.56,1,1,0,0,0,0
Helwan University,EntireUnit,Male,184.3,2,1,3,8193.38,0,0,1,0,0,0
Alexandria University,Bed,Female,129.0,1,1,2,4208.39,1,0,0,1,0,0
Suez Canal University,EntireUnit,Female,109.4,3,2,4,4568.72,0,0,0,0,1,0
Benha University,EntireUnit,Female,144.4,3,1,3,6377.32,1,0,0,0,0,0
Benha University,EntireUnit,Male,145.4,4,2,6,7522.63,1,1,0,0,0,0
Fayoum University,Room,Female,135.6,3,2,4,1955.09,0,1,1,1,0,1
Helwan University,Bed,Male,138.7,3,1,3,2176.25,0,0,0,0,0,1
GUC,EntireUnit,Male,26.5,1,1,1,4264.21,0,1,1,0,1,1
Minia University,Room,Female,85.4,3,2,5,1558.76,1,1,1,1,1,1
Alexandria University,Room,Male,37.8,1,1,2,2288.26,0,0,0,1,0,1
Tanta University,Room,Female,155.5,2,1,3,3158.09,0,0,0,1,0,0
Benha University,Bed,Male,198.5,2,1,2,4484.71,0,1,0,0,0,1
Ain Shams University,Bed,Female,197.7,4,2,5,2312.83,1,1,1,1,1,1
Helwan University,Room,Female,138.3,4,2,5,1914.57,1,1,1,1,1,1
Tanta University,EntireUnit,Female,92.6,1,1,1,4078.55,0,0,0,0,1,0
Ain Shams University,Bed,Female,57.7,2,2,4,1220.32,0,1,1,1,1,1
Assiut University,Room,Female,130.8,2,2,4,2365.6,0,0,0,0,0,1
Ain Shams University,EntireUnit,Male,152.0,3,2,4,7635.52,0,0,0,0,0,0
GUC,EntireUnit,Male,174.6,4,2,8,16710.6,1,1,1,1,1,1
Ain Shams University,Bed,Female,192.6,4,2,8,1310.19,0,1,0,0,0,0
Suez Canal University,Room,Female,146.6,4,2,7,1636.53,1,1,0,1,0,0
GUC,EntireUnit,Female,133.1,4,2,5,12819.78,0,1,1,1,1,0
GUC,EntireUnit,Female,77.3,2,1,2,8927.89,1,1,0,1,1,1
GUC,Room,Male,162.6,1,1,2,13702.27,1,0,0,0,1,0
Tanta University,Bed,Female,132.5,3,2,6,1154.25,0,1,1,0,1,0
Alexandria University,EntireUnit,Female,173.0,4,2,4,12747.23,1,1,1,0,1,1
Minia University,Bed,Female,133.5,2,2,4,1395.15,0,0,1,1,1,0
AUC,Room,Male,89.0,2,1,3,5539.46,0,1,0,1,1,1
GUC,Room,Female,34.1,1,1,2,4207.19,1,0,1,1,1,0
GUC,Bed,Female,42.7,1,1,2,2559.26,0,1,0,1,0,1
Cairo University,Bed,Female,93.8,1,1,2,3779.55,1,1,1,1,1,1
Minia University,Bed,Male,96.5,1,1,1,5208.02,0,1,1,0,1,0
Benha University,EntireUnit,Male,139.4,3,2,6,6113.86,0,0,1,1,0,0
Fayoum University,Bed,Female,171.2,3,2,4,1492.36,0,0,1,1,0,0
AUC,Room,Male,193.3,3,2,6,7258.68,0,0,0,0,1,0
Helwan University,Room,Male,83.6,1,1,2,4784.51,0,1,0,1,0,1
Suez Canal University,Room,Female,155.5,2,1,3,3912.51,0,1,1,0,1,1
Mansoura University,EntireUnit,Male,196.0,2,2,4,8861.04,0,0,0,0,1,0
Helwan University,EntireUnit,Male,98.0,3,2,5,4533.54,0,0,0,1,1,1
Tanta University,EntireUnit,Male,133.4,3,1,3,7629.9,1,1,0,1,1,1
Fayoum University,EntireUnit,Male,126.6,2,1,2,4999.07,0,1,0,0,0,0
Minia University,EntireUnit,Female,120.0,2,1,2,6176.33,1,1,1,1,1,1
Ain Shams University,Bed,Male,168.5,4,2,4,2484.03,0,0,0,0,0,0
Helwan University,Bed,Male,162.6,3,2,6,1387.47,0,1,0,1,0,0
GUC,Bed,Female,162.0,2,1,3,5327.55,1,1,1,1,0,1
Zagazig University,EntireUnit,Male,120.4,4,2,6,5315.41,0,0,1,0,0,1
Zagazig University,Bed,Female,29.4,1,1,1,2556.62,1,1,0,1,1,0
Assiut University,Bed,Male,115.6,1,1,2,2956.7,1,1,1,0,0,0
Assiut University,Room,Female,139.8,3,2,5,1798.49,1,0,0,0,0,0
GUC,EntireUnit,Male,69.9,1,1,2,9104.66,1,1,1,1,1,1
Ain Shams University,Bed,Male,140.9,2,1,3,2991.7,0,1,0,0,0,0
Tanta University,Room,Male,77.9,1,1,1,3456.21,0,0,0,0,0,0
Benha University,Bed,Male,119.6,1,1,1,5670.05,0,0,0,1,1,1
Zagazig University,Room,Female,180.4,2,1,2,4691.14,1,1,1,1,1,1
Assiut University,EntireUnit,Female,177.4,4,2,5,7427.45,1,0,1,1,1,0
Mansoura University,Bed,Male,143.5,2,1,3,2606.84,1,0,1,1,1,0
Fayoum University,EntireUnit,Male,122.4,3,2,5,5981.77,0,1,0,0,1,1
Mansoura University,Room,Female,167.8,3,2,6,3137.66,1,1,1,1,1,1
Mansoura University,EntireUnit,Male,151.5,3,2,4,8345.87,0,1,0,0,0,0
Ain Shams University,Room,Female,159.0,4,2,5,2396.85,1,1,0,1,1,1
Cairo University,EntireUnit,Female,86.9,3,1,3,6279.72,0,1,1,1,0,1
Helwan University,Bed,Female,152.6,3,2,6,1206.64,0,0,1,0,0,0
Minia University,Room,Male,171.8,2,1,3,3191.64,1,0,1,1,1,1
Minia University,EntireUnit,Male,150.7,4,2,5,7233.48,1,1,1,1,1,1
Benha University,Bed,Male,196.8,4,2,5,1883.42,1,1,1,1,1,0
Fayoum University,Room,Female,117.2,3,2,6,1605.05,0,1,0,1,1,0
Mansoura University,Room,Male,88.8,2,2,4,2683.67,1,1,1,1,1,1
Zagazig University,EntireUnit,Female,63.9,1,1,2,3133.75,0,1,0,1,0,0
Cairo University,EntireUnit,Male,77.6,1,1,2,6830.3,1,1,0,1,1,1
Mansoura University,EntireUnit,Female,167.8,1,1,1,7697.7,0,0,0,0,0,0
Fayoum University,Bed,Male,76.4,1,1,1,3085.71,0,0,1,1,0,1
Fayoum University,Room,Female,197.3,1,1,2,7369.72,0,0,0,0,1,0
Minia University,EntireUnit,Female,115.7,4,2,5,5778.71,1,0,1,1,1,1
Cairo University,Room,Male,75.6,1,1,2,6058.14,0,1,0,1,1,1
Minia University,EntireUnit,Female,173.3,2,2,4,7740.6,1,1,0,0,1,0
Suez Canal University,Bed,Female,194.9,4,2,8,944.47,0,0,0,1,1,1
Helwan University,Room,Female,195.3,4,2,8,2531.84,0,0,1,1,0,1
Assiut University,EntireUnit,Female,180.7,1,1,2,7144.25,0,1,1,1,1,0
Minia University,Bed,Male,152.8,3,1,3,1832.33,0,0,0,0,0,0
Benha University,Bed,Male,184.2,4,2,8,982.14,1,0,1,1,0,1
Suez Canal University,Bed,Male,105.6,3,2,4,1531.07,1,1,1,1,0,1
Suez Canal University,Bed,Male,97.0,3,2,6,820.98,1,1,1,1,0,1
Fayoum University,EntireUnit,Female,190.9,2,2,4,8276.15,1,0,0,1,1,0
Mansoura University,Room,Male,199.6,2,2,4,4550.99,0,0,1,1,0,0
Benha University,Room,Female,140.1,3,2,4,1773.99,0,0,0,0,0,0
Benha University,EntireUnit,Female,88.1,1,1,2,3565.92,0,0,1,0,0,0
Helwan University,EntireUnit,Female,122.5,2,1,3,6343.91,1,1,1,0,0,1
Zagazig University,Room,Male,105.0,4,2,7,1264.65,1,1,0,0,0,1
Minia University,EntireUnit,Female,197.6,4,2,5,8038.0,0,0,1,1,0,1
Assiut University,Bed,Female,129.0,2,2,4,1327.7,1,0,0,1,1,1
Fayoum University,Room,Male,178.7,4,2,4,1798.8,0,0,0,0,0,0
Fayoum University,EntireUnit,Male,75.4,1,1,2,2861.37,1,0,0,0,1,0
Ain Shams University,Room,Male,166.2,2,2,4,5055.87,0,1,1,0,1,1
Alexandria University,EntireUnit,Female,114.9,3,2,4,8505.24,1,1,1,1,1,1
Ain Shams University,EntireUnit,Female,153.5,4,2,6,10336.53,1,1,1,1,1,1
Fayoum University,Bed,Female,77.6,2,1,2,2346.92,1,1,1,1,0,1
Zagazig University,EntireUnit,Male,112.4,4,2,6,4455.69,1,0,0,0,1,0
Minia University,EntireUnit,Male,51.5,2,2,4,3438.38,0,1,1,1,0,1
Zagazig University,Room,Male,116.2,3,1,3,1824.32,0,1,1,0,1,0
AUC,EntireUnit,Male,53.1,2,1,3,5149.15,0,0,0,0,0,0
Benha University,Room,Female,186.8,3,2,5,2820.63,1,1,1,0,1,1
Fayoum University,Room,Female,187.8,4,2,5,2060.19,0,1,1,1,0,0
AUC,Bed,Female,135.0,4,2,4,3536.61,0,1,1,0,1,0
Fayoum University,EntireUnit,Male,144.9,3,2,5,5757.13,0,0,1,0,0,0
Suez Canal University,Bed,Male,95.8,3,2,6,846.48,1,0,1,1,1,0
GUC,Room,Male,103.9,3,2,6,3543.44,1,0,0,0,0,0
Suez Canal University,Bed,Female,104.5,1,1,2,3348.01,1,1,1,1,1,1
Suez Canal University,EntireUnit,Male,163.7,1,1,2,6186.0,0,0,0,0,0,0
Cairo University,Bed,Female,145.9,1,1,2,4858.68,0,1,0,0,0,0
Assiut University,EntireUnit,Male,190.2,2,1,3,6799.63,0,0,0,1,1,0
Assiut University,EntireUnit,Female,112.0,4,2,8,6292.11,1,1,1,1,1,0
Assiut University,Room,Male,185.4,3,1,3,2541.51,1,0,1,0,1,0
Helwan University,Room,Female,127.1,3,2,6,2144.45,1,1,0,0,1,1
Fayoum University,Bed,Female,170.7,3,2,6,1139.24,0,0,0,0,0,0
Assiut University,Room,Male,120.2,4,2,8,1134.59,1,0,0,0,1,1
GUC,Room,Female,100.0,1,1,2,11123.99,1,0,1,0,1,0
Zagazig University,EntireUnit,Male,195.3,4,2,6,8207.08,0,1,1,0,0,1
Ain Shams University,Room,Female,108.1,1,1,2,5707.88,1,0,0,0,0,0
Benha University,Bed,Female,122.8,3,1,3,1755.02,0,0,1,1,1,0
Zagazig University,EntireUnit,Female,155.4,2,2,4,6855.75,0,0,1,0,0,0
Zagazig University,Room,Female,113.6,3,2,5,2163.49,1,1,1,1,1,1
Ain Shams University,Bed,Male,82.5,3,2,5,933.59,0,0,0,0,0,0
Tanta University,Bed,Male,143.4,1,1,2,3200.25,0,0,1,0,1,0
GUC,Room,Male,105.7,2,1,2,5061.35,1,0,1,0,1,1
Fayoum University,Bed,Male,110.1,4,2,5,991.99,1,0,1,0,0,1
Ain Shams University,EntireUnit,Female,172.7,2,1,2,9579.37,0,0,0,0,0,0
Assiut University,Bed,Female,145.0,3,2,6,974.25,0,0,0,0,0,0
Suez Canal University,Room,Male,157.6,4,2,4,1532.38,1,0,1,1,0,0
Ain Shams University,EntireUnit,Male,63.4,2,1,2,4440.59,0,0,1,0,1,0
Ain Shams University,EntireUnit,Female,123.5,1,1,2,7058.93,1,0,0,1,1,0
GUC,Bed,Male,28.9,1,1,2,1495.28,1,0,0,0,0,0
Zagazig University,EntireUnit,Female,189.9,2,1,2,9495.35,1,0,1,1,1,0
Fayoum University,Bed,Female,159.6,3,1,3,2284.68,0,0,1,1,1,0
Helwan University,EntireUnit,Female,113.6,3,1,3,5233.74,0,0,0,0,0,0
Tanta University,Bed,Male,58.3,2,1,3,1151.81,1,1,0,1,0,1
Zagazig University,EntireUnit,Male,165.4,1,1,1,8435.01,1,0,1,1,1,1
Cairo University,EntireUnit,Male,122.1,3,2,5,6494.75,0,0,0,0,0,0
Assiut University,EntireUnit,Female,113.6,2,2,4,5450.4,1,1,1,1,1,1
Helwan University,Room,Male,174.3,1,1,1,7063.13,0,0,0,0,0,1
Fayoum University,Room,Female,197.2,4,2,7,1657.53,0,0,0,0,0,0
Ain Shams University,Bed,Female,151.3,2,1,3,2620.04,0,0,0,0,0,1
Cairo University,Room,Male,80.6,1,1,2,5359.15,1,1,0,0,0,0
Benha University,Bed,Male,52.8,1,1,1,3786.26,1,1,1,0,1,0
Mansoura University,Room,Female,107.1,1,1,2,4843.75,0,0,0,0,0,0
Mansoura University,Room,Male,107.4,1,1,2,5236.92,0,0,0,1,0,1
Helwan University,Bed,Male,170.9,2,1,2,4436.4,1,1,0,1,1,0
Alexandria University,Bed,Female,71.2,2,2,4,1341.16,0,1,0,0,0,0
Suez Canal University,Room,Male,120.2,1,1,1,4973.85,0,0,0,1,1,0
GUC,Bed,Male,179.1,4,2,6,2780.41,1,1,1,1,0,0
Ain Shams University,Room,Male,178.8,1,1,2,11811.47,0,1,1,0,0,0
Benha University,Room,Male,164.3,3,1,3,2364.89,1,0,0,0,0,0
GUC,EntireUnit,Female,65.0,1,1,1,8149.12,1,1,1,1,1,1
Tanta University,EntireUnit,Male,58.1,2,1,2,4075.83,0,1,1,1,0,1
Benha University,Bed,Female,172.1,3,1,3,2471.5,1,0,0,1,1,1
Fayoum University,Bed,Female,96.3,2,1,3,1405.72,1,1,1,0,0,0
Benha University,EntireUnit,Female,116.2,2,2,4,5808.56,1,1,1,1,1,1
Ain Shams University,Room,Male,194.8,4,2,5,2822.38,1,1,1,1,1,1
Benha University,Bed,Male,157.0,1,1,1,6912.96,0,0,1,1,1,1
Suez Canal University,EntireUnit,Female,124.9,4,2,5,6210.99,0,1,1,1,1,1
Assiut University,Room,Female,185.8,3,1,3,2529.23,0,1,0,0,0,1
Cairo University,Room,Male,165.2,2,1,2,4704.04,0,0,1,0,0,0
Zagazig University,EntireUnit,Female,179.6,4,2,7,7560.13,0,0,0,0,0,0
Tanta University,Room,Female,138.3,4,2,5,1318.27,0,0,0,0,0,0
Helwan University,Bed,Male,100.3,3,2,5,1121.46,1,1,1,1,1,1
Fayoum University,Bed,Female,184.0,2,1,3,2692.58,1,1,1,1,1,1
Benha University,EntireUnit,Female,142.7,3,1,3,8360.73,1,1,1,1,1,1
Mansoura University,Room,Female,139.3,4,2,5,1814.63,1,1,0,0,1,1
Mansoura University,Room,Male,166.7,1,1,1,9218.98,0,1,1,1,1,1
Suez Canal University,Bed,Male,181.8,3,2,5,1788.44,0,1,0,0,1,1
Cairo University,Bed,Female,125.0,4,2,4,1813.1,0,0,0,0,0,1
Tanta University,Bed,Female,124.9,3,2,4,1680.27,1,1,1,1,1,1
Cairo University,EntireUnit,Male,146.5,4,2,8,10400.88,0,0,1,1,0,1
Alexandria University,EntireUnit,Male,49.5,1,1,2,4488.84,1,1,1,1,1,1
Tanta University,EntireUnit,Male,41.3,1,1,1,2945.13,1,1,1,1,0,1
AUC,EntireUnit,Male,134.2,3,2,6,13944.03,0,1,0,0,0,0
Zagazig University,EntireUnit,Male,113.1,2,1,3,5890.84,0,1,1,1,0,1
Tanta University,Bed,Male,179.5,4,2,6,1293.66,1,0,0,0,0,0
GUC,EntireUnit,Male,122.4,2,1,3,12924.87,1,0,0,1,0,1
Tanta University,Room,Female,113.4,4,2,4,1193.85,0,0,0,0,0,0
AUC,Bed,Male,168.1,3,1,3,6270.69,0,0,1,1,0,0
Mansoura University,Room,Female,181.6,4,2,6,2473.23,1,0,1,0,1,1
GUC,Room,Female,29.7,1,1,1,4050.29,1,1,0,1,0,0
Mansoura University,Room,Female,116.8,1,1,1,6181.75,1,0,0,0,1,0
Cairo University,Room,Female,82.0,2,2,4,2462.27,1,0,1,0,0,0
Assiut University,Bed,Male,148.2,4,2,8,870.5,1,0,1,1,1,1
Ain Shams University,EntireUnit,Female,141.7,4,2,7,8831.2,0,1,1,1,1,0
Fayoum University,Room,Female,78.8,1,1,2,2708.71,0,0,0,1,0,0
Ain Shams University,Room,Female,53.8,1,1,1,5259.64,1,1,1,1,1,1
AUC,Room,Male,55.9,1,1,1,7438.32,0,1,1,1,0,1
AUC,Room,Female,116.9,4,2,8,3468.91,1,1,0,1,1,1
Alexandria University,Room,Male,189.3,3,2,5,4283.48,0,0,1,1,0,0
Alexandria University,Room,Female,154.1,2,2,4,4436.2,0,0,0,0,0,0
AUC,Bed,Female,60.6,2,2,4,1695.31,0,0,0,0,0,0
Assiut University,Room,Female,27.0,1,1,2,2355.37,0,1,1,1,1,0
Tanta University,Room,Female,99.9,3,2,5,1560.65,1,0,1,1,1,1
Ain Shams University,Bed,Female,123.6,4,2,4,1867.04,0,0,0,1,0,1
AUC,Bed,Male,132.1,3,2,5,2831.84,0,0,1,0,0,0
Alexandria University,EntireUnit,Female,166.6,4,2,4,10605.56,1,0,1,1,1,0
Mansoura University,Room,Female,190.4,2,1,3,4180.57,1,0,1,1,1,1
GUC,Room,Female,168.2,3,2,6,5177.53,1,1,1,0,1,1
Cairo University,Room,Female,102.6,4,2,6,1576.8,0,0,0,0,0,0
Suez Canal University,EntireUnit,Female,54.4,2,2,4,3647.54,0,1,0,0,1,1
AUC,Room,Female,95.1,3,2,4,4042.96,0,1,0,1,1,0
Helwan University,EntireUnit,Female,99.8,3,1,3,6282.31,1,1,1,0,1,1
Assiut University,Room,Female,114.7,3,1,3,1979.03,1,1,0,1,1,1
AUC,Room,Male,178.8,3,2,6,6281.81,0,0,1,0,0,0
AUC,EntireUnit,Male,183.5,4,2,8,21115.82,1,1,1,0,1,1
Assiut University,Room,Female,101.4,4,2,5,890.39,0,0,0,0,0,0
Minia University,EntireUnit,Female,177.0,1,1,2,8658.9,1,1,1,1,1,1
Tanta University,Bed,Male,91.1,3,2,4,1077.23,0,0,0,0,1,0
Mansoura University,EntireUnit,Male,182.2,4,2,6,8916.23,0,0,0,0,0,0
Alexandria University,EntireUnit,Male,188.3,3,2,5,13820.11,1,1,1,1,1,1
Ain Shams University,Room,Male,154.6,1,1,2,8141.68,0,0,1,0,0,0
Cairo University,Bed,Female,199.9,2,2,4,3165.39,0,0,1,1,1,0
Alexandria University,EntireUnit,Male,198.3,2,2,4,14229.42,1,1,0,0,1,0
GUC,Room,Female,133.8,1,1,1,13512.56,1,0,0,0,1,0
Minia University,Bed,Male,152.8,1,1,1,8171.0,1,1,1,1,1,1
Mansoura University,Bed,Male,197.0,1,1,1,8851.83,0,0,1,0,0,1
Benha University,Bed,Male,149.3,1,1,1,6177.31,0,0,0,0,0,0
Suez Canal University,Room,Female,52.2,2,1,3,1258.99,0,0,1,0,0,0
Zagazig University,Bed,Female,70.8,2,2,4,1144.87,1,1,1,1,0,1
Fayoum University,EntireUnit,Female,156.3,1,1,2,5608.87,1,0,0,0,0,1
Minia University,EntireUnit,Male,149.2,3,2,4,7964.59,1,1,1,1,1,1
Cairo University,Bed,Female,183.4,1,1,2,5480.4,0,0,0,1,0,1
Tanta University,Room,Male,123.9,3,1,3,2231.0,1,1,1,1,0,1
Fayoum University,EntireUnit,Male,97.1,2,1,3,4112.41,1,0,1,1,0,1
Zagazig University,Bed,Female,131.3,4,2,7,1044.05,1,1,1,1,1,0
Mansoura University,Bed,Male,52.6,2,1,3,976.77,0,0,1,1,1,1
Minia University,Room,Male,111.5,4,2,5,1257.76,0,1,1,0,1,1
Alexandria University,Room,Female,142.6,4,2,7,2660.24,1,1,1,0,1,1
Assiut University,Room,Male,135.0,4,2,5,1706.73,1,1,1,1,1,1
Cairo University,Bed,Male,155.0,2,2,4,2695.12,1,0,1,0,0,1
Zagazig University,EntireUnit,Female,188.9,2,2,4,9437.7,1,1,1,1,1,1
AUC,Room,Female,178.4,3,2,5,6991.19,0,0,0,0,1,0
Tanta University,Bed,Female,151.6,1,1,2,3600.77,1,1,1,0,1,1
Tanta University,EntireUnit,Male,119.3,3,2,6,5974.46,1,0,1,1,0,1
Fayoum University,Room,Female,115.8,4,2,6,1195.04,1,0,0,1,1,1
Zagazig University,Bed,Male,126.6,4,2,6,1138.07,0,1,1,1,0,1
GUC,Room,Male,41.8,1,1,2,4261.94,0,1,0,0,0,1
Mansoura University,EntireUnit,Male,161.3,2,1,3,8199.63,1,1,0,1,0,1
Mansoura University,Bed,Male,98.1,2,1,2,3166.62,1,1,1,1,1,1
Ain Shams University,EntireUnit,Male,173.8,3,2,6,10182.83,1,1,1,1,0,1
Ain Shams University,Bed,Male,195.2,4,2,7,1665.49,1,1,0,1,1,1
Zagazig University,EntireUnit,Male,55.3,2,1,2,3455.41,0,1,1,0,1,1
Tanta University,EntireUnit,Male,43.4,1,1,1,3231.37,1,1,1,1,1,1
GUC,Bed,Female,189.9,3,2,5,4275.36,1,1,1,1,1,1
Suez Canal University,Room,Female,124.8,4,2,7,1429.75,1,1,0,0,0,0
Zagazig University,Bed,Male,148.6,4,2,6,1283.31,1,1,1,1,1,1
Mansoura University,Bed,Male,152.4,4,2,4,1922.7,1,1,1,0,1,1
Mansoura University,Room,Male,189.0,1,1,2,9795.2,1,1,1,1,1,1
Assiut University,Bed,Female,184.8,3,2,6,1367.27,0,0,1,1,1,0
AUC,Bed,Female,52.8,1,1,2,4018.84,1,1,1,1,1,0
Ain Shams University,Room,Male,131.8,2,2,4,4169.43,1,1,0,1,1,0
Zagazig University,Bed,Male,91.5,1,1,1,4308.9,1,0,1,1,1,1
Ain Shams University,Bed,Female,103.3,1,1,1,7155.75,1,1,0,1,1,1
Helwan University,Room,Female,83.8,3,2,6,1351.52,0,0,0,0,0,0
Zagazig University,EntireUnit,Female,63.2,1,1,1,2779.56,1,0,0,1,0,0
Zagazig University,EntireUnit,Female,139.7,1,1,2,6995.84,1,1,0,1,0,1
Fayoum University,Room,Male,161.7,4,2,8,1937.48,0,1,1,1,1,1
Cairo University,EntireUnit,Female,29.8,1,1,1,3369.95,0,1,1,1,1,1
AUC,Bed,Male,151.7,2,1,2,8006.85,0,0,0,0,0,0
Suez Canal University,Bed,Male,169.1,3,2,4,2016.75,0,1,1,0,0,0
Tanta University,EntireUnit,Female,171.6,2,1,3,6316.7,0,0,0,0,0,0
GUC,Room,Female,150.9,2,1,2,7925.31,1,1,1,1,1,1
Zagazig University,Bed,Male,104.1,2,2,4,1517.7,1,1,1,1,1,1
Zagazig University,Room,Female,152.7,3,1,3,2687.43,1,1,1,0,1,1
Zagazig University,Bed,Male,75.1,2,2,4,900.05,1,0,0,0,1,0
Mansoura University,Room,Female,194.6,3,1,3,2852.41,0,0,0,0,0,0
Helwan University,Room,Male,147.4,1,1,1,8751.96,1,1,1,1,1,1
Helwan University,EntireUnit,Male,160.2,3,2,6,7867.15,0,0,0,1,0,0
Assiut University,EntireUnit,Male,162.9,4,2,5,7066.37,1,1,1,1,1,1
Benha University,Bed,Male,194.1,3,2,5,1891.86,1,1,1,1,0,1
Helwan University,EntireUnit,Female,165.9,4,2,4,7251.07,0,0,0,0,0,0
Ain Shams University,Bed,Female,62.6,1,1,2,2245.83,1,1,1,1,0,1
Benha University,Bed,Male,182.7,4,2,8,1072.89,1,1,1,1,0,0
Minia University,EntireUnit,Male,80.1,3,1,3,2812.26,0,0,0,0,0,0
Helwan University,Bed,Female,115.2,3,1,3,1637.43,0,0,1,0,0,0
Minia University,EntireUnit,Female,149.2,2,1,2,6243.8,1,1,1,0,1,0
Tanta University,EntireUnit,Male,137.6,2,1,3,6131.4,1,1,0,0,0,0
Suez Canal University,EntireUnit,Male,146.0,2,2,4,5493.77,0,0,0,0,0,0
Ain Shams University,Room,Female,188.1,4,2,7,3193.07,0,1,1,1,1,1
Fayoum University,EntireUnit,Male,176.9,1,1,2,7994.43,1,1,1,1,1,1
AUC,EntireUnit,Male,158.6,3,2,4,15325.0,0,0,0,0,0,0
Helwan University,Bed,Male,115.5,1,1,2,2850.57,1,1,0,1,0,1
Zagazig University,Bed,Male,130.4,3,2,4,1658.78,1,1,1,1,1,1
AUC,EntireUnit,Male,158.9,3,2,4,15632.81,0,0,0,1,1,0
Minia University,Room,Female,186.7,1,1,2,6283.07,0,0,0,0,0,0
Assiut University,Bed,Male,187.8,2,1,3,2846.4,1,1,0,0,1,0
Minia University,EntireUnit,Male,153.9,3,2,4,7333.57,1,1,1,1,0,1
Alexandria University,Room,Female,181.9,4,2,5,2779.17,1,1,1,0,1,0
GUC,Room,Female,55.7,2,1,3,2708.82,1,0,1,1,1,1
Zagazig University,EntireUnit,Male,50.8,1,1,2,3638.23,0,1,0,1,1,1
Benha University,Bed,Female,185.1,4,2,4,2205.98,1,1,1,1,1,1
Assiut University,EntireUnit,Female,139.5,1,1,1,4537.19,0,0,0,0,0,0
Fayoum University,Room,Female,173.7,4,2,7,1665.32,0,0,0,0,0,0
Assiut University,Room,Male,157.2,1,1,1,5817.52,0,0,0,1,0,1
Ain Shams University,Room,Female,134.1,1,1,1,8252.61,1,1,1,1,1,1
Suez Canal University,Room,Female,46.0,1,1,1,3550.78,1,1,1,1,1,1
Tanta University,Bed,Female,46.4,1,1,2,1666.75,1,1,1,1,1,1
Fayoum University,Bed,Male,164.4,1,1,2,3125.39,0,0,0,0,1,1
Mansoura University,EntireUnit,Female,111.0,4,2,4,5256.42,1,0,0,0,0,0
Alexandria University,Bed,Female,168.3,3,2,4,2393.03,0,0,1,0,0,0
